Location_ID,Sensing_DateTime,Sensing_Date,Sensing_Time,Direction_1,Direction_2,Total_of_Directions
40,2026-06-03T10:52:00+05:30,2026-06-03,15:22,1,1,2
40,2026-06-03T10:54:00+05:30,2026-06-03,15:24,1,0,1
40,2026-06-03T10:59:00+05:30,2026-06-03,15:29,4,1,5
40,2026-06-03T11:03:00+05:30,2026-06-03,15:33,1,1,2
40,2026-06-03T11:06:00+05:30,2026-06-03,15:36,0,1,1
40,2026-06-03T11:07:00+05:30,2026-06-03,15:37,0,2,2
40,2026-06-03T11:08:00+05:30,2026-06-03,15:38,5,1,6
41,2026-06-03T10:10:00+05:30,2026-06-03,14:40,33,12,45
41,2026-06-03T10:13:00+05:30,2026-06-03,14:43,10,20,30
41,2026-06-03T10:15:00+05:30,2026-06-03,14:45,18,13,31
41,2026-06-03T10:16:00+05:30,2026-06-03,14:46,23,9,32
41,2026-06-03T10:20:00+05:30,2026-06-03,14:50,17,14,31
41,2026-06-03T10:22:00+05:30,2026-06-03,14:52,8,12,20
41,2026-06-03T10:23:00+05:30,2026-06-03,14:53,25,17,42
41,2026-06-03T10:24:00+05:30,2026-06-03,14:54,32,9,41
41,2026-06-03T10:28:00+05:30,2026-06-03,14:58,15,32,47
41,2026-06-03T10:32:00+05:30,2026-06-03,15:02,31,25,56
41,2026-06-03T10:38:00+05:30,2026-06-03,15:08,14,13,27
41,2026-06-03T10:41:00+05:30,2026-06-03,15:11,17,22,39
41,2026-06-03T10:45:00+05:30,2026-06-03,15:15,17,4,21
41,2026-06-03T10:47:00+05:30,2026-06-03,15:17,10,24,34
41,2026-06-03T10:49:00+05:30,2026-06-03,15:19,6,24,30
41,2026-06-03T10:51:00+05:30,2026-06-03,15:21,20,17,37
41,2026-06-03T10:56:00+05:30,2026-06-03,15:26,4,16,20
41,2026-06-03T10:57:00+05:30,2026-06-03,15:27,13,13,26
41,2026-06-03T11:00:00+05:30,2026-06-03,15:30,18,21,39
41,2026-06-03T11:04:00+05:30,2026-06-03,15:34,19,13,32
41,2026-06-03T11:06:00+05:30,2026-06-03,15:36,19,12,31
41,2026-06-03T11:09:00+05:30,2026-06-03,15:39,21,28,49
41,2026-06-03T11:10:00+05:30,2026-06-03,15:40,15,23,38
42,2026-06-03T10:12:00+05:30,2026-06-03,14:42,4,5,9
42,2026-06-03T10:19:00+05:30,2026-06-03,14:49,0,1,1
43,2026-06-03T10:15:00+05:30,2026-06-03,14:45,11,8,19
43,2026-06-03T10:20:00+05:30,2026-06-03,14:50,18,6,24
44,2026-06-03T10:10:00+05:30,2026-06-03,14:40,4,6,10
44,2026-06-03T11:10:00+05:30,2026-06-03,15:40,10,4,14
45,2026-06-03T10:13:00+05:30,2026-06-03,14:43,5,19,24
45,2026-06-03T10:16:00+05:30,2026-06-03,14:46,18,12,30
45,2026-06-03T10:21:00+05:30,2026-06-03,14:51,10,11,21
45,2026-06-03T10:28:00+05:30,2026-06-03,14:58,7,16,23
45,2026-06-03T10:29:00+05:30,2026-06-03,14:59,8,10,18
45,2026-06-03T10:32:00+05:30,2026-06-03,15:02,7,29,36
45,2026-06-03T10:37:00+05:30,2026-06-03,15:07,8,10,18
45,2026-06-03T10:39:00+05:30,2026-06-03,15:09,3,4,7
45,2026-06-03T10:43:00+05:30,2026-06-03,15:13,7,15,22
45,2026-06-03T10:45:00+05:30,2026-06-03,15:15,8,8,16
45,2026-06-03T10:52:00+05:30,2026-06-03,15:22,6,14,20
45,2026-06-03T10:55:00+05:30,2026-06-03,15:25,10,12,22
45,2026-06-03T10:58:00+05:30,2026-06-03,15:28,6,5,11
45,2026-06-03T11:04:00+05:30,2026-06-03,15:34,5,6,11
47,2026-06-03T10:35:00+05:30,2026-06-03,15:05,63,45,108
50,2026-06-03T10:11:00+05:30,2026-06-03,14:41,4,4,8
50,2026-06-03T10:12:00+05:30,2026-06-03,14:42,6,3,9
50,2026-06-03T10:14:00+05:30,2026-06-03,14:44,0,3,3
50,2026-06-03T10:19:00+05:30,2026-06-03,14:49,4,3,7
50,2026-06-03T10:20:00+05:30,2026-06-03,14:50,0,1,1
50,2026-06-03T10:24:00+05:30,2026-06-03,14:54,0,2,2
50,2026-06-03T10:25:00+05:30,2026-06-03,14:55,3,3,6
50,2026-06-03T10:27:00+05:30,2026-06-03,14:57,4,2,6
50,2026-06-03T10:35:00+05:30,2026-06-03,15:05,2,1,3
50,2026-06-03T10:36:00+05:30,2026-06-03,15:06,4,4,8
50,2026-06-03T10:37:00+05:30,2026-06-03,15:07,4,8,12
50,2026-06-03T10:39:00+05:30,2026-06-03,15:09,3,2,5
50,2026-06-03T10:40:00+05:30,2026-06-03,15:10,2,3,5
50,2026-06-03T10:44:00+05:30,2026-06-03,15:14,4,1,5
50,2026-06-03T10:48:00+05:30,2026-06-03,15:18,10,0,10
50,2026-06-03T10:54:00+05:30,2026-06-03,15:24,0,1,1
50,2026-06-03T11:06:00+05:30,2026-06-03,15:36,0,3,3
50,2026-06-03T11:09:00+05:30,2026-06-03,15:39,2,2,4
50,2026-06-03T11:10:00+05:30,2026-06-03,15:40,8,1,9
54,2026-06-03T10:10:00+05:30,2026-06-03,14:40,15,6,21
54,2026-06-03T10:40:00+05:30,2026-06-03,15:10,11,18,29
59,2026-06-03T10:15:00+05:30,2026-06-03,14:45,64,75,139
59,2026-06-03T10:25:00+05:30,2026-06-03,14:55,62,91,153
59,2026-06-03T10:30:00+05:30,2026-06-03,15:00,65,71,136
59,2026-06-03T10:45:00+05:30,2026-06-03,15:15,64,54,118
59,2026-06-03T11:05:00+05:30,2026-06-03,15:35,58,69,127
61,2026-06-03T10:10:00+05:30,2026-06-03,14:40,5,17,22
61,2026-06-03T10:12:00+05:30,2026-06-03,14:42,12,7,19
61,2026-06-03T10:13:00+05:30,2026-06-03,14:43,10,3,13
61,2026-06-03T10:22:00+05:30,2026-06-03,14:52,3,9,12
61,2026-06-03T10:23:00+05:30,2026-06-03,14:53,4,9,13
61,2026-06-03T10:24:00+05:30,2026-06-03,14:54,3,9,12
61,2026-06-03T10:27:00+05:30,2026-06-03,14:57,9,9,18
61,2026-06-03T10:28:00+05:30,2026-06-03,14:58,14,9,23
61,2026-06-03T10:29:00+05:30,2026-06-03,14:59,5,5,10
61,2026-06-03T10:30:00+05:30,2026-06-03,15:00,5,21,26
61,2026-06-03T10:31:00+05:30,2026-06-03,15:01,5,5,10
61,2026-06-03T10:33:00+05:30,2026-06-03,15:03,7,14,21
61,2026-06-03T10:36:00+05:30,2026-06-03,15:06,2,10,12
61,2026-06-03T10:37:00+05:30,2026-06-03,15:07,12,8,20
61,2026-06-03T10:40:00+05:30,2026-06-03,15:10,7,7,14
61,2026-06-03T10:41:00+05:30,2026-06-03,15:11,8,9,17
61,2026-06-03T10:42:00+05:30,2026-06-03,15:12,11,7,18
61,2026-06-03T10:50:00+05:30,2026-06-03,15:20,5,20,25
61,2026-06-03T10:55:00+05:30,2026-06-03,15:25,5,6,11
61,2026-06-03T11:02:00+05:30,2026-06-03,15:32,7,2,9
61,2026-06-03T11:04:00+05:30,2026-06-03,15:34,10,11,21
66,2026-06-03T10:10:00+05:30,2026-06-03,14:40,23,14,37
66,2026-06-03T10:11:00+05:30,2026-06-03,14:41,30,14,44
66,2026-06-03T10:13:00+05:30,2026-06-03,14:43,27,24,51
66,2026-06-03T10:21:00+05:30,2026-06-03,14:51,19,22,41
66,2026-06-03T10:29:00+05:30,2026-06-03,14:59,21,16,37
66,2026-06-03T10:30:00+05:30,2026-06-03,15:00,19,18,37
66,2026-06-03T10:33:00+05:30,2026-06-03,15:03,22,16,38
66,2026-06-03T10:36:00+05:30,2026-06-03,15:06,11,35,46
66,2026-06-03T10:37:00+05:30,2026-06-03,15:07,17,24,41
66,2026-06-03T10:40:00+05:30,2026-06-03,15:10,15,19,34
66,2026-06-03T10:45:00+05:30,2026-06-03,15:15,19,17,36
66,2026-06-03T10:47:00+05:30,2026-06-03,15:17,22,10,32
66,2026-06-03T10:49:00+05:30,2026-06-03,15:19,15,22,37
66,2026-06-03T11:00:00+05:30,2026-06-03,15:30,16,25,41
66,2026-06-03T11:03:00+05:30,2026-06-03,15:33,17,25,42
66,2026-06-03T11:07:00+05:30,2026-06-03,15:37,22,21,43
69,2026-06-03T10:10:00+05:30,2026-06-03,14:40,3,3,6
69,2026-06-03T10:12:00+05:30,2026-06-03,14:42,2,5,7
69,2026-06-03T10:16:00+05:30,2026-06-03,14:46,4,2,6
69,2026-06-03T10:17:00+05:30,2026-06-03,14:47,9,4,13
69,2026-06-03T10:18:00+05:30,2026-06-03,14:48,5,4,9
69,2026-06-03T10:20:00+05:30,2026-06-03,14:50,0,11,11
69,2026-06-03T10:24:00+05:30,2026-06-03,14:54,4,2,6
69,2026-06-03T10:30:00+05:30,2026-06-03,15:00,8,6,14
69,2026-06-03T10:34:00+05:30,2026-06-03,15:04,3,3,6
69,2026-06-03T10:42:00+05:30,2026-06-03,15:12,4,2,6
69,2026-06-03T10:46:00+05:30,2026-06-03,15:16,5,4,9
69,2026-06-03T10:47:00+05:30,2026-06-03,15:17,4,6,10
69,2026-06-03T10:52:00+05:30,2026-06-03,15:22,3,7,10
69,2026-06-03T10:57:00+05:30,2026-06-03,15:27,4,2,6
69,2026-06-03T10:58:00+05:30,2026-06-03,15:28,4,4,8
69,2026-06-03T11:03:00+05:30,2026-06-03,15:33,6,2,8
69,2026-06-03T11:06:00+05:30,2026-06-03,15:36,4,5,9
69,2026-06-03T11:07:00+05:30,2026-06-03,15:37,1,6,7
69,2026-06-03T11:08:00+05:30,2026-06-03,15:38,2,7,9
70,2026-06-03T10:10:00+05:30,2026-06-03,14:40,2,0,2
70,2026-06-03T10:13:00+05:30,2026-06-03,14:43,2,2,4
70,2026-06-03T10:22:00+05:30,2026-06-03,14:52,3,6,9
70,2026-06-03T10:29:00+05:30,2026-06-03,14:59,0,2,2
70,2026-06-03T10:41:00+05:30,2026-06-03,15:11,5,2,7
70,2026-06-03T10:51:00+05:30,2026-06-03,15:21,2,2,4
70,2026-06-03T10:54:00+05:30,2026-06-03,15:24,4,3,7
70,2026-06-03T10:55:00+05:30,2026-06-03,15:25,9,1,10
70,2026-06-03T10:56:00+05:30,2026-06-03,15:26,5,2,7
70,2026-06-03T11:02:00+05:30,2026-06-03,15:32,0,3,3
70,2026-06-03T11:03:00+05:30,2026-06-03,15:33,3,2,5
70,2026-06-03T11:06:00+05:30,2026-06-03,15:36,4,1,5
71,2026-06-03T10:22:00+05:30,2026-06-03,14:52,1,0,1
71,2026-06-03T10:24:00+05:30,2026-06-03,14:54,0,1,1
71,2026-06-03T10:25:00+05:30,2026-06-03,14:55,1,0,1
71,2026-06-03T10:41:00+05:30,2026-06-03,15:11,0,1,1
71,2026-06-03T11:04:00+05:30,2026-06-03,15:34,1,0,1
71,2026-06-03T11:07:00+05:30,2026-06-03,15:37,0,1,1
75,2026-06-03T10:17:00+05:30,2026-06-03,14:47,0,7,7
75,2026-06-03T10:25:00+05:30,2026-06-03,14:55,1,1,2
75,2026-06-03T10:26:00+05:30,2026-06-03,14:56,0,2,2
75,2026-06-03T10:30:00+05:30,2026-06-03,15:00,0,1,1
75,2026-06-03T10:32:00+05:30,2026-06-03,15:02,1,1,2
75,2026-06-03T10:33:00+05:30,2026-06-03,15:03,0,1,1
75,2026-06-03T10:37:00+05:30,2026-06-03,15:07,2,0,2
75,2026-06-03T10:40:00+05:30,2026-06-03,15:10,1,0,1
75,2026-06-03T10:41:00+05:30,2026-06-03,15:11,3,0,3
75,2026-06-03T10:47:00+05:30,2026-06-03,15:17,1,0,1
75,2026-06-03T10:55:00+05:30,2026-06-03,15:25,3,1,4
75,2026-06-03T11:01:00+05:30,2026-06-03,15:31,1,1,2
75,2026-06-03T11:03:00+05:30,2026-06-03,15:33,3,1,4
75,2026-06-03T11:06:00+05:30,2026-06-03,15:36,5,0,5
75,2026-06-03T11:07:00+05:30,2026-06-03,15:37,3,0,3
77,2026-06-03T10:20:00+05:30,2026-06-03,14:50,12,6,18
77,2026-06-03T10:45:00+05:30,2026-06-03,15:15,14,5,19
77,2026-06-03T10:55:00+05:30,2026-06-03,15:25,11,18,29
84,2026-06-03T10:15:00+05:30,2026-06-03,14:45,34,67,101
84,2026-06-03T10:55:00+05:30,2026-06-03,15:25,56,88,144
84,2026-06-03T11:00:00+05:30,2026-06-03,15:30,56,81,137
87,2026-06-03T10:12:00+05:30,2026-06-03,14:42,3,3,6
87,2026-06-03T10:13:00+05:30,2026-06-03,14:43,0,4,4
87,2026-06-03T10:15:00+05:30,2026-06-03,14:45,0,4,4
87,2026-06-03T10:17:00+05:30,2026-06-03,14:47,1,3,4
87,2026-06-03T10:20:00+05:30,2026-06-03,14:50,1,0,1
87,2026-06-03T10:22:00+05:30,2026-06-03,14:52,1,4,5
87,2026-06-03T10:23:00+05:30,2026-06-03,14:53,3,0,3
87,2026-06-03T10:24:00+05:30,2026-06-03,14:54,1,0,1
87,2026-06-03T10:25:00+05:30,2026-06-03,14:55,3,4,7
87,2026-06-03T10:27:00+05:30,2026-06-03,14:57,3,1,4
87,2026-06-03T10:32:00+05:30,2026-06-03,15:02,1,0,1
87,2026-06-03T10:40:00+05:30,2026-06-03,15:10,0,4,4
87,2026-06-03T10:41:00+05:30,2026-06-03,15:11,2,4,6
87,2026-06-03T10:42:00+05:30,2026-06-03,15:12,2,0,2
87,2026-06-03T10:52:00+05:30,2026-06-03,15:22,0,5,5
87,2026-06-03T11:01:00+05:30,2026-06-03,15:31,2,0,2
87,2026-06-03T11:04:00+05:30,2026-06-03,15:34,2,1,3
87,2026-06-03T11:05:00+05:30,2026-06-03,15:35,2,1,3
87,2026-06-03T11:07:00+05:30,2026-06-03,15:37,0,1,1
107,2026-06-03T10:15:00+05:30,2026-06-03,14:45,9,7,16
107,2026-06-03T10:30:00+05:30,2026-06-03,15:00,8,3,11
107,2026-06-03T10:40:00+05:30,2026-06-03,15:10,7,9,16
107,2026-06-03T10:50:00+05:30,2026-06-03,15:20,6,5,11
108,2026-06-03T10:10:00+05:30,2026-06-03,14:40,10,7,17
108,2026-06-03T10:15:00+05:30,2026-06-03,14:45,11,0,11
108,2026-06-03T10:18:00+05:30,2026-06-03,14:48,10,6,16
108,2026-06-03T10:21:00+05:30,2026-06-03,14:51,9,5,14
108,2026-06-03T10:22:00+05:30,2026-06-03,14:52,9,2,11
108,2026-06-03T10:28:00+05:30,2026-06-03,14:58,3,5,8
108,2026-06-03T10:29:00+05:30,2026-06-03,14:59,6,2,8
108,2026-06-03T10:31:00+05:30,2026-06-03,15:01,5,4,9
108,2026-06-03T10:32:00+05:30,2026-06-03,15:02,6,3,9
108,2026-06-03T10:34:00+05:30,2026-06-03,15:04,12,4,16
108,2026-06-03T10:35:00+05:30,2026-06-03,15:05,5,6,11
108,2026-06-03T10:41:00+05:30,2026-06-03,15:11,6,3,9
108,2026-06-03T10:43:00+05:30,2026-06-03,15:13,6,3,9
108,2026-06-03T10:44:00+05:30,2026-06-03,15:14,3,3,6
108,2026-06-03T10:52:00+05:30,2026-06-03,15:22,7,1,8
108,2026-06-03T10:53:00+05:30,2026-06-03,15:23,3,2,5
108,2026-06-03T10:55:00+05:30,2026-06-03,15:25,8,2,10
108,2026-06-03T10:57:00+05:30,2026-06-03,15:27,9,3,12
108,2026-06-03T10:58:00+05:30,2026-06-03,15:28,3,1,4
108,2026-06-03T11:00:00+05:30,2026-06-03,15:30,10,6,16
108,2026-06-03T11:02:00+05:30,2026-06-03,15:32,10,1,11
108,2026-06-03T11:03:00+05:30,2026-06-03,15:33,12,0,12
108,2026-06-03T11:05:00+05:30,2026-06-03,15:35,4,5,9
108,2026-06-03T11:08:00+05:30,2026-06-03,15:38,6,2,8
108,2026-06-03T11:09:00+05:30,2026-06-03,15:39,10,2,12
108,2026-06-03T11:10:00+05:30,2026-06-03,15:40,7,1,8
118,2026-06-03T10:30:00+05:30,2026-06-03,15:00,4,1,5
118,2026-06-03T10:45:00+05:30,2026-06-03,15:15,0,2,2
118,2026-06-03T10:55:00+05:30,2026-06-03,15:25,1,0,1
124,2026-06-03T10:35:00+05:30,2026-06-03,15:05,0,1,1
124,2026-06-03T11:05:00+05:30,2026-06-03,15:35,1,0,1
131,2026-06-03T10:10:00+05:30,2026-06-03,14:40,8,10,18
131,2026-06-03T10:15:00+05:30,2026-06-03,14:45,7,6,13
131,2026-06-03T10:20:00+05:30,2026-06-03,14:50,3,8,11
131,2026-06-03T10:30:00+05:30,2026-06-03,15:00,6,1,7
131,2026-06-03T10:50:00+05:30,2026-06-03,15:20,5,5,10
131,2026-06-03T11:00:00+05:30,2026-06-03,15:30,13,7,20
132,2026-06-03T10:20:00+05:30,2026-06-03,14:50,15,8,23
132,2026-06-03T10:25:00+05:30,2026-06-03,14:55,4,12,16
132,2026-06-03T10:30:00+05:30,2026-06-03,15:00,4,13,17
132,2026-06-03T10:55:00+05:30,2026-06-03,15:25,11,23,34
132,2026-06-03T11:00:00+05:30,2026-06-03,15:30,12,4,16
133,2026-06-03T10:55:00+05:30,2026-06-03,15:25,33,47,80
133,2026-06-03T11:00:00+05:30,2026-06-03,15:30,50,48,98
133,2026-06-03T11:05:00+05:30,2026-06-03,15:35,34,38,72
134,2026-06-03T10:35:00+05:30,2026-06-03,15:05,30,33,63
134,2026-06-03T11:00:00+05:30,2026-06-03,15:30,30,47,77
134,2026-06-03T11:10:00+05:30,2026-06-03,15:40,35,29,64
135,2026-06-03T10:15:00+05:30,2026-06-03,14:45,16,25,41
135,2026-06-03T10:35:00+05:30,2026-06-03,15:05,33,37,70
135,2026-06-03T10:40:00+05:30,2026-06-03,15:10,29,31,60
135,2026-06-03T10:50:00+05:30,2026-06-03,15:20,34,31,65
135,2026-06-03T11:00:00+05:30,2026-06-03,15:30,27,37,64
135,2026-06-03T11:05:00+05:30,2026-06-03,15:35,32,22,54
140,2026-06-03T10:40:00+05:30,2026-06-03,15:10,15,4,19
140,2026-06-03T10:50:00+05:30,2026-06-03,15:20,7,3,10
140,2026-06-03T11:00:00+05:30,2026-06-03,15:30,12,7,19
143,2026-06-03T10:15:00+05:30,2026-06-03,14:45,9,8,17
143,2026-06-03T10:35:00+05:30,2026-06-03,15:05,12,18,30
143,2026-06-03T10:50:00+05:30,2026-06-03,15:20,10,13,23
143,2026-06-03T11:10:00+05:30,2026-06-03,15:40,25,24,49
162,2026-06-03T10:10:00+05:30,2026-06-03,14:40,28,30,58
162,2026-06-03T10:20:00+05:30,2026-06-03,14:50,20,23,43
162,2026-06-03T10:30:00+05:30,2026-06-03,15:00,17,28,45
162,2026-06-03T10:35:00+05:30,2026-06-03,15:05,23,27,50
162,2026-06-03T10:50:00+05:30,2026-06-03,15:20,25,27,52
162,2026-06-03T10:55:00+05:30,2026-06-03,15:25,36,57,93
165,2026-06-03T10:25:00+05:30,2026-06-03,14:55,3,4,7
165,2026-06-03T10:45:00+05:30,2026-06-03,15:15,4,3,7
166,2026-06-03T10:20:00+05:30,2026-06-03,14:50,2,7,9
166,2026-06-03T10:25:00+05:30,2026-06-03,14:55,7,7,14
166,2026-06-03T10:50:00+05:30,2026-06-03,15:20,9,3,12
167,2026-06-03T10:20:00+05:30,2026-06-03,14:50,0,1,1
167,2026-06-03T10:50:00+05:30,2026-06-03,15:20,1,4,5
167,2026-06-03T10:55:00+05:30,2026-06-03,15:25,0,3,3
167,2026-06-03T11:00:00+05:30,2026-06-03,15:30,1,5,6
167,2026-06-03T11:05:00+05:30,2026-06-03,15:35,0,3,3
179,2026-06-03T10:30:00+05:30,2026-06-03,15:00,3,4,7
179,2026-06-03T10:40:00+05:30,2026-06-03,15:10,6,7,13
179,2026-06-03T11:00:00+05:30,2026-06-03,15:30,3,5,8
179,2026-06-03T11:10:00+05:30,2026-06-03,15:40,3,8,11
181,2026-06-03T10:13:00+05:30,2026-06-03,14:43,6,15,21
181,2026-06-03T10:14:00+05:30,2026-06-03,14:44,16,6,22
181,2026-06-03T10:16:00+05:30,2026-06-03,14:46,1,25,26
181,2026-06-03T10:24:00+05:30,2026-06-03,14:54,5,8,13
181,2026-06-03T10:32:00+05:30,2026-06-03,15:02,12,5,17
181,2026-06-03T10:33:00+05:30,2026-06-03,15:03,9,17,26
181,2026-06-03T10:34:00+05:30,2026-06-03,15:04,11,10,21
181,2026-06-03T10:37:00+05:30,2026-06-03,15:07,1,9,10
181,2026-06-03T10:41:00+05:30,2026-06-03,15:11,3,10,13
181,2026-06-03T10:44:00+05:30,2026-06-03,15:14,12,9,21
181,2026-06-03T10:49:00+05:30,2026-06-03,15:19,9,10,19
181,2026-06-03T10:54:00+05:30,2026-06-03,15:24,8,12,20
181,2026-06-03T10:55:00+05:30,2026-06-03,15:25,15,10,25
181,2026-06-03T10:56:00+05:30,2026-06-03,15:26,9,5,14
181,2026-06-03T11:00:00+05:30,2026-06-03,15:30,13,24,37
181,2026-06-03T11:05:00+05:30,2026-06-03,15:35,1,15,16
182,2026-06-03T10:30:00+05:30,2026-06-03,15:00,20,7,27
182,2026-06-03T10:50:00+05:30,2026-06-03,15:20,16,16,32
182,2026-06-03T11:00:00+05:30,2026-06-03,15:30,15,11,26
184,2026-06-03T10:10:00+05:30,2026-06-03,14:40,48,66,114
184,2026-06-03T10:30:00+05:30,2026-06-03,15:00,59,81,140
184,2026-06-03T10:40:00+05:30,2026-06-03,15:10,57,73,130
185,2026-06-03T10:35:00+05:30,2026-06-03,15:05,44,61,105
185,2026-06-03T10:40:00+05:30,2026-06-03,15:10,60,49,109
185,2026-06-03T10:55:00+05:30,2026-06-03,15:25,36,48,84
185,2026-06-03T11:00:00+05:30,2026-06-03,15:30,55,61,116
185,2026-06-03T11:10:00+05:30,2026-06-03,15:40,45,54,99
188,2026-06-03T10:10:00+05:30,2026-06-03,14:40,4,14,18
188,2026-06-03T10:25:00+05:30,2026-06-03,14:55,16,11,27
188,2026-06-03T10:35:00+05:30,2026-06-03,15:05,11,5,16
188,2026-06-03T10:40:00+05:30,2026-06-03,15:10,8,6,14
188,2026-06-03T10:45:00+05:30,2026-06-03,15:15,13,8,21
188,2026-06-03T10:55:00+05:30,2026-06-03,15:25,9,5,14
188,2026-06-03T11:05:00+05:30,2026-06-03,15:35,3,14,17
209,2026-06-03T10:13:00+05:30,2026-06-03,14:43,5,3,8
209,2026-06-03T10:15:00+05:30,2026-06-03,14:45,16,10,26
209,2026-06-03T10:19:00+05:30,2026-06-03,14:49,8,8,16
209,2026-06-03T10:22:00+05:30,2026-06-03,14:52,5,8,13
209,2026-06-03T10:24:00+05:30,2026-06-03,14:54,3,9,12
209,2026-06-03T10:32:00+05:30,2026-06-03,15:02,7,4,11
209,2026-06-03T10:35:00+05:30,2026-06-03,15:05,3,3,6
209,2026-06-03T10:39:00+05:30,2026-06-03,15:09,5,6,11
209,2026-06-03T10:41:00+05:30,2026-06-03,15:11,6,9,15
209,2026-06-03T10:43:00+05:30,2026-06-03,15:13,12,4,16
209,2026-06-03T10:46:00+05:30,2026-06-03,15:16,4,4,8
209,2026-06-03T10:48:00+05:30,2026-06-03,15:18,8,10,18
209,2026-06-03T10:50:00+05:30,2026-06-03,15:20,3,8,11
209,2026-06-03T10:55:00+05:30,2026-06-03,15:25,3,3,6
209,2026-06-03T10:56:00+05:30,2026-06-03,15:26,5,4,9
209,2026-06-03T10:59:00+05:30,2026-06-03,15:29,2,13,15
209,2026-06-03T11:00:00+05:30,2026-06-03,15:30,9,12,21
209,2026-06-03T11:02:00+05:30,2026-06-03,15:32,8,0,8
209,2026-06-03T11:09:00+05:30,2026-06-03,15:39,7,12,19
2,2026-06-03T10:14:00+05:30,2026-06-03,14:44,4,2,6
2,2026-06-03T10:18:00+05:30,2026-06-03,14:48,8,6,14
2,2026-06-03T10:19:00+05:30,2026-06-03,14:49,14,10,24
2,2026-06-03T10:21:00+05:30,2026-06-03,14:51,6,6,12
2,2026-06-03T10:23:00+05:30,2026-06-03,14:53,5,17,22
2,2026-06-03T10:24:00+05:30,2026-06-03,14:54,8,12,20
2,2026-06-03T10:27:00+05:30,2026-06-03,14:57,11,11,22
2,2026-06-03T10:31:00+05:30,2026-06-03,15:01,13,4,17
2,2026-06-03T10:32:00+05:30,2026-06-03,15:02,9,20,29
2,2026-06-03T10:33:00+05:30,2026-06-03,15:03,19,7,26
2,2026-06-03T10:41:00+05:30,2026-06-03,15:11,6,6,12
2,2026-06-03T10:43:00+05:30,2026-06-03,15:13,8,14,22
2,2026-06-03T10:52:00+05:30,2026-06-03,15:22,9,14,23
2,2026-06-03T10:53:00+05:30,2026-06-03,15:23,11,4,15
2,2026-06-03T10:58:00+05:30,2026-06-03,15:28,13,5,18
2,2026-06-03T10:59:00+05:30,2026-06-03,15:29,5,8,13
2,2026-06-03T11:04:00+05:30,2026-06-03,15:34,6,9,15
2,2026-06-03T11:09:00+05:30,2026-06-03,15:39,3,9,12
2,2026-06-03T11:10:00+05:30,2026-06-03,15:40,4,5,9
9,2026-06-03T10:13:00+05:30,2026-06-03,14:43,9,1,10
9,2026-06-03T10:14:00+05:30,2026-06-03,14:44,7,1,8
9,2026-06-03T10:17:00+05:30,2026-06-03,14:47,9,2,11
9,2026-06-03T10:19:00+05:30,2026-06-03,14:49,5,1,6
9,2026-06-03T10:20:00+05:30,2026-06-03,14:50,12,4,16
9,2026-06-03T10:24:00+05:30,2026-06-03,14:54,10,0,10
9,2026-06-03T10:26:00+05:30,2026-06-03,14:56,6,2,8
9,2026-06-03T10:30:00+05:30,2026-06-03,15:00,6,3,9
9,2026-06-03T10:35:00+05:30,2026-06-03,15:05,9,2,11
9,2026-06-03T10:40:00+05:30,2026-06-03,15:10,11,1,12
9,2026-06-03T10:43:00+05:30,2026-06-03,15:13,20,1,21
9,2026-06-03T10:45:00+05:30,2026-06-03,15:15,11,2,13
9,2026-06-03T10:47:00+05:30,2026-06-03,15:17,12,9,21
9,2026-06-03T10:48:00+05:30,2026-06-03,15:18,17,5,22
9,2026-06-03T10:51:00+05:30,2026-06-03,15:21,12,1,13
9,2026-06-03T10:55:00+05:30,2026-06-03,15:25,9,2,11
9,2026-06-03T10:58:00+05:30,2026-06-03,15:28,19,5,24
9,2026-06-03T10:59:00+05:30,2026-06-03,15:29,15,2,17
9,2026-06-03T11:02:00+05:30,2026-06-03,15:32,14,6,20
9,2026-06-03T11:03:00+05:30,2026-06-03,15:33,16,1,17
9,2026-06-03T11:06:00+05:30,2026-06-03,15:36,25,1,26
9,2026-06-03T11:07:00+05:30,2026-06-03,15:37,17,1,18
10,2026-06-03T10:12:00+05:30,2026-06-03,14:42,2,0,2
10,2026-06-03T10:14:00+05:30,2026-06-03,14:44,0,2,2
10,2026-06-03T10:15:00+05:30,2026-06-03,14:45,5,1,6
10,2026-06-03T10:17:00+05:30,2026-06-03,14:47,3,0,3
10,2026-06-03T10:21:00+05:30,2026-06-03,14:51,3,2,5
10,2026-06-03T10:24:00+05:30,2026-06-03,14:54,1,0,1
10,2026-06-03T10:31:00+05:30,2026-06-03,15:01,1,1,2
10,2026-06-03T10:35:00+05:30,2026-06-03,15:05,1,1,2
10,2026-06-03T10:36:00+05:30,2026-06-03,15:06,10,0,10
10,2026-06-03T10:55:00+05:30,2026-06-03,15:25,2,0,2
10,2026-06-03T10:56:00+05:30,2026-06-03,15:26,1,0,1
10,2026-06-03T10:57:00+05:30,2026-06-03,15:27,4,1,5
10,2026-06-03T10:59:00+05:30,2026-06-03,15:29,5,1,6
10,2026-06-03T11:05:00+05:30,2026-06-03,15:35,1,0,1
10,2026-06-03T11:07:00+05:30,2026-06-03,15:37,3,0,3
11,2026-06-03T10:15:00+05:30,2026-06-03,14:45,3,0,3
11,2026-06-03T10:35:00+05:30,2026-06-03,15:05,1,4,5
