Location_ID,Sensing_DateTime,Sensing_Date,Sensing_Time,Direction_1,Direction_2,Total_of_Directions
87,2026-06-03T02:42:00+05:30,2026-06-03,07:12,2,0,2
87,2026-06-03T02:44:00+05:30,2026-06-03,07:14,0,1,1
87,2026-06-03T02:51:00+05:30,2026-06-03,07:21,2,0,2
87,2026-06-03T02:52:00+05:30,2026-06-03,07:22,1,0,1
108,2026-06-03T02:41:00+05:30,2026-06-03,07:11,0,9,9
108,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,7,8
108,2026-06-03T02:46:00+05:30,2026-06-03,07:16,0,19,19
108,2026-06-03T02:47:00+05:30,2026-06-03,07:17,2,17,19
108,2026-06-03T02:52:00+05:30,2026-06-03,07:22,2,0,2
108,2026-06-03T02:53:00+05:30,2026-06-03,07:23,1,4,5
118,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,0,1
131,2026-06-03T02:40:00+05:30,2026-06-03,07:10,8,3,11
131,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,5,6
131,2026-06-03T02:50:00+05:30,2026-06-03,07:20,5,4,9
133,2026-06-03T02:45:00+05:30,2026-06-03,07:15,30,32,62
143,2026-06-03T02:50:00+05:30,2026-06-03,07:20,15,12,27
166,2026-06-03T02:45:00+05:30,2026-06-03,07:15,0,3,3
167,2026-06-03T02:50:00+05:30,2026-06-03,07:20,0,2,2
181,2026-06-03T02:40:00+05:30,2026-06-03,07:10,4,3,7
181,2026-06-03T02:41:00+05:30,2026-06-03,07:11,0,6,6
181,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,1,3
181,2026-06-03T02:44:00+05:30,2026-06-03,07:14,6,1,7
181,2026-06-03T02:46:00+05:30,2026-06-03,07:16,1,2,3
181,2026-06-03T02:47:00+05:30,2026-06-03,07:17,0,2,2
181,2026-06-03T02:49:00+05:30,2026-06-03,07:19,3,2,5
181,2026-06-03T02:53:00+05:30,2026-06-03,07:23,5,5,10
182,2026-06-03T02:40:00+05:30,2026-06-03,07:10,4,3,7
184,2026-06-03T02:45:00+05:30,2026-06-03,07:15,6,3,9
185,2026-06-03T02:40:00+05:30,2026-06-03,07:10,6,15,21
188,2026-06-03T02:40:00+05:30,2026-06-03,07:10,0,1,1
209,2026-06-03T02:42:00+05:30,2026-06-03,07:12,0,6,6
209,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,1,3
209,2026-06-03T02:46:00+05:30,2026-06-03,07:16,1,2,3
209,2026-06-03T02:47:00+05:30,2026-06-03,07:17,7,0,7
209,2026-06-03T02:51:00+05:30,2026-06-03,07:21,6,1,7
2,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,5,6
2,2026-06-03T02:41:00+05:30,2026-06-03,07:11,1,3,4
2,2026-06-03T02:46:00+05:30,2026-06-03,07:16,0,2,2
2,2026-06-03T02:48:00+05:30,2026-06-03,07:18,1,0,1
9,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,6,8
9,2026-06-03T02:46:00+05:30,2026-06-03,07:16,0,5,5
9,2026-06-03T02:54:00+05:30,2026-06-03,07:24,4,9,13
10,2026-06-03T02:44:00+05:30,2026-06-03,07:14,0,3,3
10,2026-06-03T02:49:00+05:30,2026-06-03,07:19,0,4,4
11,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,0,1
12,2026-06-03T02:41:00+05:30,2026-06-03,07:11,1,0,1
12,2026-06-03T02:54:00+05:30,2026-06-03,07:24,1,3,4
17,2026-06-03T02:40:00+05:30,2026-06-03,07:10,7,1,8
17,2026-06-03T02:41:00+05:30,2026-06-03,07:11,2,2,4
17,2026-06-03T02:44:00+05:30,2026-06-03,07:14,5,1,6
17,2026-06-03T02:47:00+05:30,2026-06-03,07:17,7,2,9
17,2026-06-03T02:50:00+05:30,2026-06-03,07:20,6,0,6
17,2026-06-03T02:54:00+05:30,2026-06-03,07:24,7,1,8
18,2026-06-03T02:43:00+05:30,2026-06-03,07:13,0,1,1
18,2026-06-03T02:48:00+05:30,2026-06-03,07:18,0,2,2
19,2026-06-03T02:40:00+05:30,2026-06-03,07:10,0,1,1
19,2026-06-03T02:41:00+05:30,2026-06-03,07:11,0,2,2
19,2026-06-03T02:48:00+05:30,2026-06-03,07:18,0,1,1
19,2026-06-03T02:50:00+05:30,2026-06-03,07:20,1,0,1
19,2026-06-03T02:51:00+05:30,2026-06-03,07:21,1,0,1
19,2026-06-03T02:52:00+05:30,2026-06-03,07:22,1,0,1
20,2026-06-03T02:52:00+05:30,2026-06-03,07:22,0,1,1
24,2026-06-03T02:44:00+05:30,2026-06-03,07:14,15,1,16
24,2026-06-03T02:49:00+05:30,2026-06-03,07:19,16,5,21
24,2026-06-03T02:50:00+05:30,2026-06-03,07:20,35,0,35
24,2026-06-03T02:54:00+05:30,2026-06-03,07:24,4,4,8
25,2026-06-03T02:40:00+05:30,2026-06-03,07:10,6,11,17
30,2026-06-03T02:45:00+05:30,2026-06-03,07:15,3,0,3
30,2026-06-03T02:49:00+05:30,2026-06-03,07:19,0,1,1
30,2026-06-03T02:50:00+05:30,2026-06-03,07:20,1,0,1
46,2026-06-03T02:40:00+05:30,2026-06-03,07:10,2,1,3
49,2026-06-03T02:41:00+05:30,2026-06-03,07:11,1,0,1
49,2026-06-03T02:44:00+05:30,2026-06-03,07:14,1,0,1
51,2026-06-03T02:44:00+05:30,2026-06-03,07:14,2,0,2
51,2026-06-03T02:53:00+05:30,2026-06-03,07:23,2,2,4
52,2026-06-03T02:42:00+05:30,2026-06-03,07:12,0,2,2
52,2026-06-03T02:46:00+05:30,2026-06-03,07:16,0,1,1
52,2026-06-03T02:48:00+05:30,2026-06-03,07:18,1,0,1
52,2026-06-03T02:51:00+05:30,2026-06-03,07:21,0,1,1
53,2026-06-03T02:42:00+05:30,2026-06-03,07:12,1,4,5
53,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,3,5
53,2026-06-03T02:46:00+05:30,2026-06-03,07:16,3,0,3
53,2026-06-03T02:49:00+05:30,2026-06-03,07:19,0,5,5
53,2026-06-03T02:50:00+05:30,2026-06-03,07:20,2,2,4
53,2026-06-03T02:51:00+05:30,2026-06-03,07:21,1,2,3
53,2026-06-03T02:53:00+05:30,2026-06-03,07:23,2,4,6
53,2026-06-03T02:54:00+05:30,2026-06-03,07:24,3,2,5
56,2026-06-03T02:42:00+05:30,2026-06-03,07:12,1,0,1
56,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,0,1
56,2026-06-03T02:46:00+05:30,2026-06-03,07:16,0,1,1
56,2026-06-03T02:49:00+05:30,2026-06-03,07:19,1,1,2
56,2026-06-03T02:51:00+05:30,2026-06-03,07:21,3,0,3
58,2026-06-03T02:40:00+05:30,2026-06-03,07:10,9,3,12
58,2026-06-03T02:41:00+05:30,2026-06-03,07:11,20,0,20
58,2026-06-03T02:43:00+05:30,2026-06-03,07:13,5,0,5
58,2026-06-03T02:45:00+05:30,2026-06-03,07:15,0,1,1
58,2026-06-03T02:46:00+05:30,2026-06-03,07:16,7,1,8
58,2026-06-03T02:47:00+05:30,2026-06-03,07:17,13,2,15
58,2026-06-03T02:48:00+05:30,2026-06-03,07:18,7,0,7
62,2026-06-03T02:45:00+05:30,2026-06-03,07:15,1,0,1
63,2026-06-03T02:42:00+05:30,2026-06-03,07:12,1,1,2
63,2026-06-03T02:44:00+05:30,2026-06-03,07:14,0,2,2
63,2026-06-03T02:49:00+05:30,2026-06-03,07:19,0,3,3
67,2026-06-03T02:42:00+05:30,2026-06-03,07:12,4,6,10
67,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,2,4
67,2026-06-03T02:50:00+05:30,2026-06-03,07:20,0,4,4
67,2026-06-03T02:53:00+05:30,2026-06-03,07:23,5,4,9
68,2026-06-03T02:40:00+05:30,2026-06-03,07:10,0,1,1
68,2026-06-03T02:42:00+05:30,2026-06-03,07:12,1,1,2
68,2026-06-03T02:43:00+05:30,2026-06-03,07:13,1,0,1
68,2026-06-03T02:47:00+05:30,2026-06-03,07:17,1,0,1
68,2026-06-03T02:54:00+05:30,2026-06-03,07:24,2,1,3
72,2026-06-03T02:42:00+05:30,2026-06-03,07:12,2,0,2
72,2026-06-03T02:46:00+05:30,2026-06-03,07:16,3,0,3
72,2026-06-03T02:52:00+05:30,2026-06-03,07:22,21,0,21
72,2026-06-03T02:53:00+05:30,2026-06-03,07:23,3,0,3
76,2026-06-03T02:42:00+05:30,2026-06-03,07:12,0,1,1
76,2026-06-03T02:50:00+05:30,2026-06-03,07:20,1,0,1
79,2026-06-03T02:40:00+05:30,2026-06-03,07:10,4,0,4
79,2026-06-03T02:43:00+05:30,2026-06-03,07:13,4,4,8
79,2026-06-03T02:46:00+05:30,2026-06-03,07:16,4,0,4
79,2026-06-03T02:49:00+05:30,2026-06-03,07:19,2,0,2
79,2026-06-03T02:51:00+05:30,2026-06-03,07:21,0,1,1
85,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,0,1
85,2026-06-03T02:43:00+05:30,2026-06-03,07:13,0,1,1
85,2026-06-03T02:48:00+05:30,2026-06-03,07:18,2,1,3
85,2026-06-03T02:51:00+05:30,2026-06-03,07:21,1,0,1
86,2026-06-03T02:51:00+05:30,2026-06-03,07:21,0,2,2
86,2026-06-03T02:54:00+05:30,2026-06-03,07:24,1,1,2
117,2026-06-03T02:50:00+05:30,2026-06-03,07:20,3,0,3
123,2026-06-03T02:50:00+05:30,2026-06-03,07:20,0,1,1
130,2026-06-03T02:40:00+05:30,2026-06-03,07:10,2,1,3
130,2026-06-03T02:50:00+05:30,2026-06-03,07:20,4,2,6
136,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,0,1
137,2026-06-03T02:50:00+05:30,2026-06-03,07:20,16,2,18
139,2026-06-03T02:45:00+05:30,2026-06-03,07:15,0,3,3
141,2026-06-03T02:40:00+05:30,2026-06-03,07:10,2,2,4
141,2026-06-03T02:50:00+05:30,2026-06-03,07:20,3,10,13
142,2026-06-03T02:40:00+05:30,2026-06-03,07:10,11,10,21
161,2026-06-03T02:40:00+05:30,2026-06-03,07:10,2,14,16
161,2026-06-03T02:45:00+05:30,2026-06-03,07:15,7,7,14
164,2026-06-03T02:45:00+05:30,2026-06-03,07:15,2,7,9
180,2026-06-03T02:43:00+05:30,2026-06-03,07:13,2,0,2
180,2026-06-03T02:47:00+05:30,2026-06-03,07:17,2,0,2
180,2026-06-03T02:48:00+05:30,2026-06-03,07:18,0,1,1
180,2026-06-03T02:53:00+05:30,2026-06-03,07:23,1,0,1
187,2026-06-03T02:42:00+05:30,2026-06-03,07:12,0,2,2
187,2026-06-03T02:43:00+05:30,2026-06-03,07:13,4,1,5
187,2026-06-03T02:53:00+05:30,2026-06-03,07:23,2,0,2
210,2026-06-03T02:44:00+05:30,2026-06-03,07:14,1,0,1
210,2026-06-03T02:54:00+05:30,2026-06-03,07:24,1,0,1
211,2026-06-03T02:41:00+05:30,2026-06-03,07:11,2,6,8
211,2026-06-03T02:45:00+05:30,2026-06-03,07:15,2,7,9
212,2026-06-03T02:47:00+05:30,2026-06-03,07:17,4,4,8
212,2026-06-03T02:49:00+05:30,2026-06-03,07:19,7,0,7
212,2026-06-03T02:54:00+05:30,2026-06-03,07:24,5,4,9
3,2026-06-03T02:56:00+05:30,2026-06-03,07:26,1,1,2
3,2026-06-03T02:57:00+05:30,2026-06-03,07:27,0,2,2
3,2026-06-03T02:58:00+05:30,2026-06-03,07:28,1,3,4
3,2026-06-03T03:06:00+05:30,2026-06-03,07:36,0,1,1
3,2026-06-03T03:07:00+05:30,2026-06-03,07:37,0,4,4
3,2026-06-03T03:08:00+05:30,2026-06-03,07:38,0,6,6
4,2026-06-03T02:56:00+05:30,2026-06-03,07:26,14,5,19
4,2026-06-03T02:58:00+05:30,2026-06-03,07:28,7,3,10
4,2026-06-03T02:59:00+05:30,2026-06-03,07:29,4,2,6
4,2026-06-03T03:03:00+05:30,2026-06-03,07:33,5,2,7
4,2026-06-03T03:04:00+05:30,2026-06-03,07:34,5,4,9
4,2026-06-03T03:05:00+05:30,2026-06-03,07:35,5,1,6
4,2026-06-03T03:06:00+05:30,2026-06-03,07:36,2,3,5
6,2026-06-03T03:08:00+05:30,2026-06-03,07:38,0,5,5
8,2026-06-03T02:55:00+05:30,2026-06-03,07:25,0,3,3
8,2026-06-03T03:02:00+05:30,2026-06-03,07:32,1,2,3
8,2026-06-03T03:03:00+05:30,2026-06-03,07:33,1,0,1
8,2026-06-03T03:05:00+05:30,2026-06-03,07:35,1,0,1
8,2026-06-03T03:07:00+05:30,2026-06-03,07:37,0,2,2
8,2026-06-03T03:09:00+05:30,2026-06-03,07:39,1,3,4
14,2026-06-03T02:59:00+05:30,2026-06-03,07:29,3,0,3
14,2026-06-03T03:00:00+05:30,2026-06-03,07:30,1,0,1
14,2026-06-03T03:02:00+05:30,2026-06-03,07:32,1,1,2
14,2026-06-03T03:07:00+05:30,2026-06-03,07:37,1,1,2
21,2026-06-03T03:00:00+05:30,2026-06-03,07:30,4,4,8
29,2026-06-03T02:55:00+05:30,2026-06-03,07:25,5,1,6
29,2026-06-03T02:59:00+05:30,2026-06-03,07:29,1,4,5
29,2026-06-03T03:05:00+05:30,2026-06-03,07:35,8,0,8
29,2026-06-03T03:09:00+05:30,2026-06-03,07:39,1,2,3
31,2026-06-03T02:58:00+05:30,2026-06-03,07:28,2,1,3
31,2026-06-03T02:59:00+05:30,2026-06-03,07:29,1,0,1
31,2026-06-03T03:01:00+05:30,2026-06-03,07:31,1,0,1
31,2026-06-03T03:05:00+05:30,2026-06-03,07:35,1,3,4
31,2026-06-03T03:09:00+05:30,2026-06-03,07:39,3,2,5
36,2026-06-03T02:56:00+05:30,2026-06-03,07:26,2,0,2
36,2026-06-03T02:58:00+05:30,2026-06-03,07:28,1,2,3
36,2026-06-03T03:00:00+05:30,2026-06-03,07:30,4,0,4
36,2026-06-03T03:08:00+05:30,2026-06-03,07:38,3,0,3
36,2026-06-03T03:09:00+05:30,2026-06-03,07:39,3,1,4
39,2026-06-03T03:03:00+05:30,2026-06-03,07:33,3,0,3
40,2026-06-03T02:58:00+05:30,2026-06-03,07:28,3,2,5
40,2026-06-03T02:59:00+05:30,2026-06-03,07:29,5,3,8
40,2026-06-03T03:00:00+05:30,2026-06-03,07:30,4,0,4
40,2026-06-03T03:02:00+05:30,2026-06-03,07:32,3,1,4
40,2026-06-03T03:07:00+05:30,2026-06-03,07:37,1,3,4
3,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,3,4
3,2026-06-03T02:42:00+05:30,2026-06-03,07:12,3,1,4
3,2026-06-03T02:43:00+05:30,2026-06-03,07:13,1,2,3
3,2026-06-03T02:45:00+05:30,2026-06-03,07:15,0,3,3
3,2026-06-03T02:49:00+05:30,2026-06-03,07:19,0,2,2
3,2026-06-03T02:50:00+05:30,2026-06-03,07:20,0,2,2
3,2026-06-03T02:53:00+05:30,2026-06-03,07:23,0,1,1
4,2026-06-03T02:47:00+05:30,2026-06-03,07:17,16,0,16
4,2026-06-03T02:48:00+05:30,2026-06-03,07:18,8,2,10
4,2026-06-03T02:51:00+05:30,2026-06-03,07:21,4,2,6
5,2026-06-03T02:40:00+05:30,2026-06-03,07:10,8,22,30
5,2026-06-03T02:50:00+05:30,2026-06-03,07:20,11,28,39
6,2026-06-03T02:40:00+05:30,2026-06-03,07:10,3,4,7
6,2026-06-03T02:43:00+05:30,2026-06-03,07:13,1,4,5
6,2026-06-03T02:44:00+05:30,2026-06-03,07:14,2,13,15
6,2026-06-03T02:46:00+05:30,2026-06-03,07:16,6,3,9
6,2026-06-03T02:47:00+05:30,2026-06-03,07:17,3,1,4
8,2026-06-03T02:44:00+05:30,2026-06-03,07:14,1,1,2
8,2026-06-03T02:45:00+05:30,2026-06-03,07:15,0,1,1
8,2026-06-03T02:54:00+05:30,2026-06-03,07:24,0,1,1
14,2026-06-03T02:44:00+05:30,2026-06-03,07:14,0,1,1
14,2026-06-03T02:53:00+05:30,2026-06-03,07:23,1,0,1
14,2026-06-03T02:54:00+05:30,2026-06-03,07:24,2,1,3
21,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,1,2
21,2026-06-03T02:50:00+05:30,2026-06-03,07:20,2,6,8
29,2026-06-03T02:41:00+05:30,2026-06-03,07:11,1,4,5
29,2026-06-03T02:46:00+05:30,2026-06-03,07:16,2,1,3
29,2026-06-03T02:47:00+05:30,2026-06-03,07:17,2,3,5
29,2026-06-03T02:50:00+05:30,2026-06-03,07:20,16,1,17
29,2026-06-03T02:54:00+05:30,2026-06-03,07:24,1,5,6
31,2026-06-03T02:47:00+05:30,2026-06-03,07:17,2,1,3
31,2026-06-03T02:51:00+05:30,2026-06-03,07:21,1,1,2
36,2026-06-03T02:41:00+05:30,2026-06-03,07:11,1,4,5
36,2026-06-03T02:47:00+05:30,2026-06-03,07:17,0,1,1
36,2026-06-03T02:51:00+05:30,2026-06-03,07:21,0,3,3
39,2026-06-03T02:40:00+05:30,2026-06-03,07:10,2,0,2
39,2026-06-03T02:46:00+05:30,2026-06-03,07:16,1,1,2
40,2026-06-03T02:40:00+05:30,2026-06-03,07:10,1,1,2
40,2026-06-03T02:42:00+05:30,2026-06-03,07:12,1,1,2
40,2026-06-03T02:44:00+05:30,2026-06-03,07:14,1,2,3
40,2026-06-03T02:52:00+05:30,2026-06-03,07:22,2,2,4
40,2026-06-03T02:54:00+05:30,2026-06-03,07:24,3,1,4
3,2026-06-03T03:32:00+05:30,2026-06-03,08:02,4,6,10
3,2026-06-03T03:34:00+05:30,2026-06-03,08:04,1,7,8
3,2026-06-03T03:35:00+05:30,2026-06-03,08:05,6,3,9
4,2026-06-03T03:27:00+05:30,2026-06-03,07:57,5,9,14
4,2026-06-03T03:29:00+05:30,2026-06-03,07:59,6,4,10
4,2026-06-03T03:30:00+05:30,2026-06-03,08:00,10,6,16
4,2026-06-03T03:31:00+05:30,2026-06-03,08:01,6,2,8
4,2026-06-03T03:32:00+05:30,2026-06-03,08:02,9,3,12
4,2026-06-03T03:34:00+05:30,2026-06-03,08:04,10,2,12
4,2026-06-03T03:36:00+05:30,2026-06-03,08:06,7,8,15
5,2026-06-03T03:25:00+05:30,2026-06-03,07:55,36,40,76
6,2026-06-03T03:25:00+05:30,2026-06-03,07:55,4,4,8
6,2026-06-03T03:26:00+05:30,2026-06-03,07:56,7,5,12
6,2026-06-03T03:31:00+05:30,2026-06-03,08:01,4,25,29
6,2026-06-03T03:32:00+05:30,2026-06-03,08:02,5,22,27
6,2026-06-03T03:34:00+05:30,2026-06-03,08:04,2,17,19
6,2026-06-03T03:35:00+05:30,2026-06-03,08:05,4,4,8
8,2026-06-03T03:35:00+05:30,2026-06-03,08:05,3,1,4
8,2026-06-03T03:36:00+05:30,2026-06-03,08:06,7,4,11
8,2026-06-03T03:37:00+05:30,2026-06-03,08:07,0,5,5
14,2026-06-03T03:30:00+05:30,2026-06-03,08:00,2,9,11
14,2026-06-03T03:32:00+05:30,2026-06-03,08:02,3,12,15
21,2026-06-03T03:30:00+05:30,2026-06-03,08:00,7,6,13
29,2026-06-03T03:25:00+05:30,2026-06-03,07:55,7,0,7
29,2026-06-03T03:32:00+05:30,2026-06-03,08:02,3,3,6
29,2026-06-03T03:35:00+05:30,2026-06-03,08:05,1,2,3
29,2026-06-03T03:36:00+05:30,2026-06-03,08:06,0,1,1
29,2026-06-03T03:38:00+05:30,2026-06-03,08:08,0,3,3
29,2026-06-03T03:39:00+05:30,2026-06-03,08:09,2,0,2
31,2026-06-03T03:28:00+05:30,2026-06-03,07:58,1,1,2
31,2026-06-03T03:29:00+05:30,2026-06-03,07:59,1,1,2
36,2026-06-03T03:27:00+05:30,2026-06-03,07:57,0,3,3
36,2026-06-03T03:28:00+05:30,2026-06-03,07:58,2,0,2
36,2026-06-03T03:33:00+05:30,2026-06-03,08:03,2,1,3
36,2026-06-03T03:34:00+05:30,2026-06-03,08:04,3,2,5
36,2026-06-03T03:35:00+05:30,2026-06-03,08:05,4,1,5
36,2026-06-03T03:37:00+05:30,2026-06-03,08:07,2,2,4
36,2026-06-03T03:38:00+05:30,2026-06-03,08:08,3,2,5
37,2026-06-03T03:30:00+05:30,2026-06-03,08:00,0,1,1
39,2026-06-03T03:26:00+05:30,2026-06-03,07:56,0,1,1
39,2026-06-03T03:27:00+05:30,2026-06-03,07:57,1,0,1
39,2026-06-03T03:38:00+05:30,2026-06-03,08:08,1,0,1
40,2026-06-03T03:26:00+05:30,2026-06-03,07:56,1,1,2
40,2026-06-03T03:27:00+05:30,2026-06-03,07:57,3,3,6
40,2026-06-03T03:28:00+05:30,2026-06-03,07:58,5,4,9
40,2026-06-03T03:32:00+05:30,2026-06-03,08:02,2,3,5
40,2026-06-03T03:37:00+05:30,2026-06-03,08:07,3,0,3
41,2026-06-03T03:27:00+05:30,2026-06-03,07:57,13,7,20
41,2026-06-03T03:29:00+05:30,2026-06-03,07:59,19,15,34
41,2026-06-03T03:31:00+05:30,2026-06-03,08:01,17,6,23
41,2026-06-03T03:33:00+05:30,2026-06-03,08:03,21,2,23
41,2026-06-03T03:34:00+05:30,2026-06-03,08:04,24,5,29
41,2026-06-03T03:36:00+05:30,2026-06-03,08:06,31,5,36
42,2026-06-03T03:26:00+05:30,2026-06-03,07:56,0,1,1
42,2026-06-03T03:27:00+05:30,2026-06-03,07:57,2,0,2
44,2026-06-03T03:25:00+05:30,2026-06-03,07:55,2,3,5
44,2026-06-03T03:30:00+05:30,2026-06-03,08:00,1,6,7
44,2026-06-03T03:35:00+05:30,2026-06-03,08:05,0,8,8
45,2026-06-03T03:25:00+05:30,2026-06-03,07:55,1,2,3
45,2026-06-03T03:26:00+05:30,2026-06-03,07:56,10,2,12
45,2026-06-03T03:30:00+05:30,2026-06-03,08:00,3,3,6
45,2026-06-03T03:35:00+05:30,2026-06-03,08:05,9,1,10
47,2026-06-03T03:30:00+05:30,2026-06-03,08:00,10,29,39
47,2026-06-03T03:35:00+05:30,2026-06-03,08:05,10,43,53
50,2026-06-03T03:25:00+05:30,2026-06-03,07:55,0,2,2
50,2026-06-03T03:29:00+05:30,2026-06-03,07:59,0,1,1
50,2026-06-03T03:31:00+05:30,2026-06-03,08:01,5,0,5
50,2026-06-03T03:32:00+05:30,2026-06-03,08:02,1,1,2
50,2026-06-03T03:33:00+05:30,2026-06-03,08:03,0,6,6
50,2026-06-03T03:35:00+05:30,2026-06-03,08:05,1,5,6
50,2026-06-03T03:37:00+05:30,2026-06-03,08:07,0,4,4
54,2026-06-03T03:30:00+05:30,2026-06-03,08:00,6,2,8
59,2026-06-03T03:35:00+05:30,2026-06-03,08:05,48,16,64
61,2026-06-03T03:27:00+05:30,2026-06-03,07:57,2,2,4
61,2026-06-03T03:35:00+05:30,2026-06-03,08:05,1,4,5
61,2026-06-03T03:37:00+05:30,2026-06-03,08:07,1,1,2
66,2026-06-03T03:26:00+05:30,2026-06-03,07:56,6,6,12
66,2026-06-03T03:32:00+05:30,2026-06-03,08:02,3,2,5
66,2026-06-03T03:33:00+05:30,2026-06-03,08:03,0,5,5
66,2026-06-03T03:35:00+05:30,2026-06-03,08:05,4,3,7
69,2026-06-03T03:34:00+05:30,2026-06-03,08:04,4,1,5
69,2026-06-03T03:36:00+05:30,2026-06-03,08:06,4,5,9
69,2026-06-03T03:37:00+05:30,2026-06-03,08:07,5,2,7
69,2026-06-03T03:38:00+05:30,2026-06-03,08:08,1,1,2
69,2026-06-03T03:39:00+05:30,2026-06-03,08:09,4,0,4
70,2026-06-03T03:32:00+05:30,2026-06-03,08:02,2,0,2
70,2026-06-03T03:33:00+05:30,2026-06-03,08:03,4,0,4
70,2026-06-03T03:34:00+05:30,2026-06-03,08:04,1,3,4
71,2026-06-03T03:28:00+05:30,2026-06-03,07:58,3,0,3
75,2026-06-03T03:25:00+05:30,2026-06-03,07:55,1,1,2
75,2026-06-03T03:34:00+05:30,2026-06-03,08:04,4,0,4
75,2026-06-03T03:35:00+05:30,2026-06-03,08:05,1,0,1
75,2026-06-03T03:36:00+05:30,2026-06-03,08:06,1,0,1
87,2026-06-03T03:28:00+05:30,2026-06-03,07:58,1,1,2
87,2026-06-03T03:36:00+05:30,2026-06-03,08:06,2,0,2
87,2026-06-03T03:39:00+05:30,2026-06-03,08:09,2,0,2
107,2026-06-03T03:30:00+05:30,2026-06-03,08:00,3,11,14
108,2026-06-03T03:28:00+05:30,2026-06-03,07:58,4,18,22
108,2026-06-03T03:32:00+05:30,2026-06-03,08:02,0,19,19
108,2026-06-03T03:34:00+05:30,2026-06-03,08:04,3,33,36
108,2026-06-03T03:35:00+05:30,2026-06-03,08:05,2,41,43
132,2026-06-03T03:30:00+05:30,2026-06-03,08:00,12,7,19
133,2026-06-03T03:25:00+05:30,2026-06-03,07:55,28,30,58
133,2026-06-03T03:35:00+05:30,2026-06-03,08:05,29,27,56
134,2026-06-03T03:35:00+05:30,2026-06-03,08:05,34,25,59
135,2026-06-03T03:30:00+05:30,2026-06-03,08:00,26,26,52
140,2026-06-03T03:25:00+05:30,2026-06-03,07:55,12,2,14
143,2026-06-03T03:30:00+05:30,2026-06-03,08:00,18,41,59
143,2026-06-03T03:35:00+05:30,2026-06-03,08:05,12,27,39
165,2026-06-03T03:25:00+05:30,2026-06-03,07:55,2,1,3
165,2026-06-03T03:30:00+05:30,2026-06-03,08:00,1,3,4
179,2026-06-03T03:25:00+05:30,2026-06-03,07:55,4,0,4
181,2026-06-03T03:29:00+05:30,2026-06-03,07:59,5,3,8
181,2026-06-03T03:31:00+05:30,2026-06-03,08:01,1,7,8
181,2026-06-03T03:34:00+05:30,2026-06-03,08:04,10,4,14
181,2026-06-03T03:35:00+05:30,2026-06-03,08:05,6,8,14
181,2026-06-03T03:37:00+05:30,2026-06-03,08:07,7,7,14
181,2026-06-03T03:38:00+05:30,2026-06-03,08:08,1,3,4
181,2026-06-03T03:39:00+05:30,2026-06-03,08:09,0,8,8
182,2026-06-03T03:25:00+05:30,2026-06-03,07:55,7,7,14
184,2026-06-03T03:25:00+05:30,2026-06-03,07:55,7,17,24
188,2026-06-03T03:25:00+05:30,2026-06-03,07:55,6,6,12
209,2026-06-03T03:25:00+05:30,2026-06-03,07:55,6,4,10
209,2026-06-03T03:26:00+05:30,2026-06-03,07:56,2,2,4
209,2026-06-03T03:27:00+05:30,2026-06-03,07:57,5,8,13
209,2026-06-03T03:33:00+05:30,2026-06-03,08:03,4,7,11
209,2026-06-03T03:36:00+05:30,2026-06-03,08:06,5,8,13
2,2026-06-03T03:26:00+05:30,2026-06-03,07:56,0,2,2
2,2026-06-03T03:29:00+05:30,2026-06-03,07:59,3,2,5
2,2026-06-03T03:32:00+05:30,2026-06-03,08:02,2,2,4
2,2026-06-03T03:34:00+05:30,2026-06-03,08:04,1,4,5
2,2026-06-03T03:39:00+05:30,2026-06-03,08:09,2,3,5
9,2026-06-03T03:25:00+05:30,2026-06-03,07:55,0,16,16
9,2026-06-03T03:27:00+05:30,2026-06-03,07:57,2,44,46
9,2026-06-03T03:29:00+05:30,2026-06-03,07:59,0,25,25
9,2026-06-03T03:33:00+05:30,2026-06-03,08:03,1,26,27
9,2026-06-03T03:34:00+05:30,2026-06-03,08:04,1,15,16
9,2026-06-03T03:36:00+05:30,2026-06-03,08:06,0,45,45
9,2026-06-03T03:38:00+05:30,2026-06-03,08:08,0,46,46
10,2026-06-03T03:25:00+05:30,2026-06-03,07:55,0,3,3
10,2026-06-03T03:30:00+05:30,2026-06-03,08:00,4,2,6
10,2026-06-03T03:32:00+05:30,2026-06-03,08:02,1,3,4
10,2026-06-03T03:33:00+05:30,2026-06-03,08:03,4,5,9
10,2026-06-03T03:36:00+05:30,2026-06-03,08:06,0,2,2
